molecule,logp,dataset_type
N=S(=O)(O)c1ccc(S(=O)(O)=CCCCO)s1,-0.34,test
N=S(=O)(O)c1ccc(S(=O)(O)=CCCO)c(F)c1,-0.41,train
N=S(=O)(O)c1ccc(S(O)(O)#CCCO)c(F)c1,-0.41,validation
N=S(=O)(O)c1ccc(S(O)(O)C=CC=CO)s1,-0.34,train
N=S(=O)(O)c1ccc(S(O)(O)C=CCC=O)s1,-0.34,train
N=S(=O)(O)c1ccc(S(O)(O)CC=C=CO)s1,-0.34,train
N=S(=O)(O)c1ccc(S(O)(O)CC=CC=O)s1,-0.34,train
N=S(=O)(O)c1ccc([SH2](O)(O)C=C=CCO)s1,-0.34,train
N=S(=O)(O)c1ccc([SH2](O)(O)C=C=CO)c(F)c1,-0.41,test
N=S(=O)(O)c1ccc([SH2](O)(O)C=CC=CO)s1,-0.34,test
N=S(=O)(O)c1ccc([SH2](O)(O)C=CC=O)c(F)c1,-0.41,train
N=S(=O)(O)c1ccc([SH2](O)(O)C=CCC=O)s1,-0.34,train
N=S(=O)(O)c1ccc([SH2](O)(O)CC=C=CO)s1,-0.34,validation
N=S(=O)(O)c1ccc([SH2](O)(O)CC=CC=O)s1,-0.34,train
N=S(=O)(O)c1ccc([SH](=O)(O)C=CCCO)s1,-0.34,train
N=S(=O)(O)c1ccc([SH](=O)(O)C=CCO)c(F)c1,-0.41,train
N=S(=O)(O)c1ccc([SH](=O)(O)CC=CCO)s1,-0.34,train
N=S(=O)(O)c1ccc([SH](=O)(O)CC=CO)c(F)c1,-0.41,validation
N=S(=O)(O)c1ccc([SH](=O)(O)CCC=O)c(F)c1,-0.41,train
N=S(=O)(O)c1ccc([SH](O)(O)=C=CCCO)s1,-0.34,train
N=S(=O)(O)c1ccc([SH](O)(O)=C=CCO)c(F)c1,-0.41,train
N=S(=O)(O)c1ccc([SH](O)(O)=CC=CCO)s1,-0.34,train
N=S(=O)(O)c1ccc([SH](O)(O)=CC=CO)c(F)c1,-0.41,train
N=S(=O)(O)c1ccc([SH](O)(O)=CCC=CO)s1,-0.34,validation
N=S(=O)(O)c1ccc([SH](O)(O)=CCC=O)c(F)c1,-0.41,test
N=S(=O)(O)c1ccc([SH](O)(O)=CCCC=O)s1,-0.34,train
N=S(=O)(O)c1cccc(C(N)=O)c1,-0.84,train
N=S(=O)(O)c1cccc(I)c1,1.58,train
N=S(=O)(O)c1cccc(N)c1,-0.38,train
N=S(=O)(O)c1ccncn1,-0.2,train
N=S(=O)(O)c1nc2ccc([N+](=O)[O-])cc2s1,1.36,test
N=S(=O)(O)c1nn2c(=Nc3ccc(Cl)cc3)snc2s1,3.63,test
N=[N+]=NC1C(CO)OC(n2cnc3c(=N)[nH]cnc32)C1N=[N+]=N,0.8,validation
N=[N+]=NC1C(CO)OC(n2cnc3c(=N)nc[nH]c32)C1N=[N+]=N,0.8,train
N=[N+]=NC1C(CO)OC(n2cnc3c(N)ncnc32)C1N=[N+]=N,0.8,test
N=[N+]=Nc1ccc(C(=O)O)cc1,2.54,train
N=c1[nH]c(=O)c2[nH]cnc2[nH]1,-0.58,validation
N=c1[nH]c(=O)c2ncn(C3C=CC(CO)O3)c2[nH]1,-1.21,train
N=c1[nH]c(=O)c2ncn(C3CC(F)C(CO)O3)c2[nH]1,-0.66,train
N=c1[nH]c(=O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1,-1.9,train
N=c1[nH]c(=O)c2ncn(C3OC(CO)C(OP(=O)(O)O)C3O)c2[nH]1,-1.53,train
N=c1[nH]c(=O)n(C2OC(CO)CC2F)cc1F,-0.92,train
N=c1[nH]c(=S)ss1,0.95,train
N=c1[nH]c(N)ncc1Cc1cccc(Cl)c1Cl,2.81,validation
N=c1[nH]c2c(Cl)cccc2s1,2.75,validation
N=c1[nH]c2ccc(Cl)cc2s1,2.75,train
N=c1[nH]cc(Cc2cccc(Cl)c2Cl)c(=N)[nH]1,2.81,train
N=c1[nH]cc([N+](=O)[O-])s1,0.83,train
N=c1[nH]cccc1C(N)=O,0.88,train
N=c1[nH]cnc2c1ncn2C1CCC(CO)O1,-0.25,train
N=c1[nH]nc(-c2cc[nH]c(=NCCc3ccccc3)c2)[nH]1,2.63,train
N=c1[nH]nc(-c2ccnc(NCCc3ccccc3)c2)[nH]1,2.63,train
N=c1[nH]nc(S)s1,0.58,train
N=c1[nH]ncs1,-0.57,train
N=c1c(-c2ccccc2)c(O)[nH]c2cc(Cl)ccc12,2.95,train
N=c1c(-c2ccccc2)c([O])[nH]c2cc(Cl)ccc12,2.95,train
N=c1c2ccc[nH]c-2ccc1[N+](=O)[O-],1.61,train
N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,6.47,train
N=c1cc[nH]cn1,-0.25,validation
N=c1ccc(CN=C(O)C2CCCN2C(=O)C(Cc2ccc(Cl)c(Cl)c2)N=S(=O)(O)Cc2ccccc2)c[nH]1,3.68,validation
N=c1ccc(CN=C(O)C2CCCN2C(=O)C(Cc2ccc(Cl)c(Cl)c2)NS(=O)(=O)Cc2ccccc2)c[nH]1,3.68,train
N=c1ccc(CN=C(O)C2CCCN2C(=O)C(Cc2ccc(Cl)c(Cl)c2)NS(=O)(O)=Cc2ccccc2)c[nH]1,3.68,train
N=c1ccc(CN=C(O)C2CCCN2C(=O)C(N)C(C2CCCCC2)C2CCCCC2)c[nH]1,4.61,train
N=c1ccc(CN=C(O)C2CCCN2C(O)=C(Cc2ccc(Cl)c(Cl)c2)NS(=O)(=O)Cc2ccccc2)c[nH]1,3.68,train
N=c1ccc(CN=C(O)C2CCCN2C(O)=C(N)C(C2CCCCC2)C2CCCCC2)c[nH]1,4.61,train
N=c1ccc(CN=C(O)C2CCCN2C(O)C(N)=C(C2CCCCC2)C2CCCCC2)c[nH]1,4.61,train
N=c1ccc(CNC(=O)C2CCCN2C(=O)C(Cc2ccc(Cl)c(Cl)c2)N=S(=O)(O)Cc2ccccc2)c[nH]1,3.68,validation
N=c1ccc(CNC(=O)C2CCCN2C(=O)C(Cc2ccc(Cl)c(Cl)c2)NS(=O)(=O)Cc2ccccc2)c[nH]1,3.68,train
N=c1ccc(CNC(=O)C2CCCN2C(=O)C(Cc2ccc(Cl)c(Cl)c2)NS(=O)(O)=Cc2ccccc2)c[nH]1,3.68,train
N=c1ccc(CNC(=O)C2CCCN2C(=O)C(N)C(C2CCCCC2)C2CCCCC2)c[nH]1,4.61,train
N=c1ccc(CNC(=O)C2CCCN2C(O)=C(Cc2ccc(Cl)c(Cl)c2)NS(=O)(=O)Cc2ccccc2)c[nH]1,3.68,train
N=c1ccc(CNC(=O)C2CCCN2C(O)=C(N)C(C2CCCCC2)C2CCCCC2)c[nH]1,4.61,train
N=c1ccc(CNC(=O)C2CCCN2C(O)C(N)=C(C2CCCCC2)C2CCCCC2)c[nH]1,4.61,train
N=c1ccc(CNC(O)=C2CCCN2C(=O)C(Cc2ccc(Cl)c(Cl)c2)N=S(=O)(O)Cc2ccccc2)c[nH]1,3.68,validation
N=c1ccc(CNC(O)=C2CCCN2C(=O)C(Cc2ccc(Cl)c(Cl)c2)NS(=O)(=O)Cc2ccccc2)c[nH]1,3.68,validation
N=c1ccc(CNC(O)=C2CCCN2C(=O)C(N)C(C2CCCCC2)C2CCCCC2)c[nH]1,4.61,test
N=c1ccc(CNC(O)=C2CCCN2C(O)=C(Cc2ccc(Cl)c(Cl)c2)NS(=O)(=O)Cc2ccccc2)c[nH]1,3.68,train
N=c1ccc(CNC(O)=C2CCCN2C(O)=C(N)C(C2CCCCC2)C2CCCCC2)c[nH]1,4.61,train
N=c1ccc(CNC(O)=C2CCCN2C(O)C(N)=C(C2CCCCC2)C2CCCCC2)c[nH]1,4.61,validation
N=c1ccc2cc3ccccc3[nH]c-2c1,2.77,train
N=c1ccn(C2C=C(CO)C(O)C2O)c(=O)[nH]1,-2.45,validation
N=c1ccn(C2C=C(CO)C(O)C2O)c(O)n1,-2.45,train
N=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1,-1.77,train
N=c1ccnc[nH]1,-0.25,train
N=c1cncc[nH]1,-0.07,train
N=c1nc(-c2cc[nH]c(=NCCc3ccccc3)c2)[nH][nH]1,2.63,test
N=c1nc(-c2ccccc2)[nH]s1,2.42,train
N=c1nc(-c2ccnc(NCCc3ccccc3)c2)[nH][nH]1,2.63,test
N=c1nc(Cl)c2ncn(C3OC(CO)CC3F)c2[nH]1,0.28,train
N=c1nc(F)c2ncn(C3CCC(CO)O3)c2[nH]1,-0.05,train
N=c1nc(N)[nH]cc1Cc1cccc(Cl)c1Cl,2.81,train
N=c1nc(N)c(Cc2cccc(Cl)c2Cl)c[nH]1,2.81,train
N=c1nc(O)c2ncn(C3CC(F)C(CO)O3)c2[nH]1,-0.66,validation
N=c1nc(O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1,-1.9,train
N=c1nc(O)n(C2OC(CO)CC2F)cc1F,-0.92,test
N=c1nc2c(ncn2C2CC(F)C(CO)O2)c(O)[nH]1,-0.66,train
N=c1nc2c(ncn2C2CCC(CO)O2)c(F)[nH]1,-0.05,train
N=c1nc2c(ncn2C2OC(CO)C(O)C2O)c(O)[nH]1,-1.9,train
N=c1nc2c(ncn2C2OC(CO)CC2F)c(Cl)[nH]1,0.28,train
N=c1nc[nH]c2c1ncn2C1CCC(CO)O1,-0.25,train
N=c1ncc(Cc2cccc(Cl)c2Cl)c(N)[nH]1,2.81,train
N=c1nccc[nH]1,-0.22,train
N=c1oc(=N)oc(=N)o1,-0.63,train
NC#CC(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,-0.22,train
NC#CC(O)=NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,-0.22,test
NC(=C(C1CCCCC1)C1CCCCC1)C(O)N1CCCC1=C(O)NCc1ccc(N)nc1,4.61,train
NC(=C(C1CCCCC1)C1CCCCC1)C(O)N1CCCC1C(=O)NCc1ccc(N)nc1,4.61,train
NC(=C(C1CCCCC1)C1CCCCC1)C(O)N1CCCC1C(O)=NCc1ccc(N)nc1,4.61,train
NC(=C(O)N1CCCC1=C(O)NCc1ccc(N)nc1)C(C1CCCCC1)C1CCCCC1,4.61,train
NC(=C(O)N1CCCC1C(=O)NCc1ccc(N)nc1)C(C1CCCCC1)C1CCCCC1,4.61,test
NC(=C(O)N1CCCC1C(O)=NCc1ccc(N)nc1)C(C1CCCCC1)C1CCCCC1,4.61,train
NC(=Cc1c[nH]c2cc(F)ccc12)C(O)O,-0.78,train
NC(=Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(O)O,-0.27,train
NC(=Cc1c[nH]c2ccccc12)C(O)=NC(Cc1c[nH]c2ccccc12)C(O)O,-0.27,test
NC(=Cc1c[nH]c2ccccc12)C(O)N=C(Cc1c[nH]c2ccccc12)C(O)O,-0.27,train
NC(=Cc1c[nH]c2ccccc12)C(O)NC(=Cc1c[nH]c2ccccc12)C(O)O,-0.27,train
NC(=Cc1c[nH]c2ccccc12)C(O)NC(Cc1c[nH]c2ccccc12)=C(O)O,-0.27,train
NC(=Cc1c[nH]c2ccccc12)C(O)NC(Cc1c[nH]c2ccccc12)C(=O)O,-0.27,test
NC(=Cc1c[nH]c2ccccc12)C(O)O,-1.055,validation
NC(=Cc1ccc(N(CCCl)CCCl)cc1)C(O)O,-0.52,train
NC(=Cc1ccc([N+](=O)[O-])cc1)C(O)O,-1.25,test
NC(=Cc1ccccc1)C(O)N1CCCC1=C(O)O,-1.23,validation
NC(=Cc1ccccc1)C(O)N1CCCC1C(=O)O,-1.23,train
NC(=NBr)SCCNBr,-7.18,train
NC(=NO)c1ccc2nc(-c3ccccn3)[nH]c2c1,1.2,train
NC(=Nc1ccccc1)NN=Cc1ccc2ccccc2n1,0.99,validation
NC(=O)C#CC#CC#CCO,-0.76,train
NC(=O)C#CC(N)=O,-3.38,train
NC(=O)C(=Cc1ccc([N+](=O)[O-])o1)c1ccco1,0.15,train
NC(=O)C(=Cc1cccc(F)c1)C(N)=O,0.1,train
NC(=O)C(=Cc1ccccc1)C(N)=O,-0.13,validation
NC(=O)C(=Cc1ccoc1[N+](=O)[O-])c1ccco1,0.15,train
NC(=O)C(=NO)C(N)=O,-0.69,train
NC(=O)C(=O)N(CCO)N=CC=Cc1ccc([N+](=O)[O-])o1,-1.21,test
NC(=O)C(=O)N(CCO)N=Cc1ccc([N+](=O)[O-])o1,-1.98,train
NC(=O)C(=O)NN=CC=Cc1ccc([N+](=O)[O-])o1,-0.45,test
NC(=O)C(=O)NN=Cc1ccc([N+](=O)[O-])o1,-1.22,test
NC(=O)C(=O)O,-2.4,test
NC(=O)C(Br)(Br)Br,1.1,train
NC(=O)C(Br)Br,0.09,test
NC(=O)C(CCC1CCCCN1)(CCN1CCCCC1)c1ccccc1,3.74,train
NC(=O)C(CCCN1CC2CCC(CC2)C1)(c1ccccc1)c1ccccn1,2.88,train
NC(=O)C(CCN1CC2CCC(CC2)C1)(c1ccccc1)c1ccccn1,2.72,validation
NC(=O)C(CCN1CCCCC1)(CCN1CCCCC1)c1cccc2ccccc12,4.71,train
NC(=O)C(CCN1CCCCC1)c1ccccc1Cl,2.46,test
NC(=O)C(CCN1CCCCCC1)(c1ccccc1)c1ccccc1,4.18,train
NC(=O)C(CCN1CCOCC1)(CCN1CCOCC1)c1cccc2ccccc12,1.21,train
NC(=O)C(CCN1CCOCC1)(CCN1CCOCC1)c1ccccc1,0.04,test
NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(N)Cc1ccccc1,1.38,train
NC(=O)C(Cc1ccccc1)NC(=O)C(N)Cc1ccccc1,1.13,test
NC(=O)C(Cl)(Cl)Cl,1.04,train
NC(=O)C(Cl)=C(Cl)Cl,0.53,validation
NC(=O)C(Cl)CCl,0.09,train
NC(=O)C(Cl)Cl,0.19,train
NC(=O)C(F)(F)C(F)(F)C(F)(F)F,1.82,train
NC(=O)C(F)(F)F,0.12,validation
NC(=O)C(N)=O,-2.45,train
NC(=O)C(N)C(O)C(=O)O,-2.79,test
NC(=O)C(N)Cc1c[nH]c2ccccc12,0.3,test
NC(=O)C(N)c1ccccc1,0.15,train
NC(=O)C(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,2.2,validation
NC(=O)C(O)(c1ccccc1)c1ccccc1,0.68,train
NC(=O)C(O)C(O)C(=O)O,-2.58,train
NC(=O)C(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc3c(c2)CCO3)C1,2.79,test
NC(=O)C(c1ccccc1)c1ccccc1,2.18,train
NC(=O)C(c1ccccc1)c1ccccn1,0.83,train
NC(=O)C1(N2C(=O)c3cccc(Cl)c3C2=O)CCCCC1,2.39,train
NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,2.02,validation
NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1,5.23,validation
NC(=O)C1(c2cc(Cl)cc(Cl)c2)OC1Br,2.6,train
NC(=O)C1(c2cc(F)cc(Cl)c2)OC1Cl,2.07,train
NC(=O)C1(c2ccc(Cl)c(Cl)c2Cl)OC1Cl,3.16,validation
NC(=O)C1(c2ccc(Cl)cc2Cl)CO1,2.33,validation
NC(=O)C1(c2ccc(Cl)cc2Cl)OC1(Cl)Cl,2.73,train
NC(=O)C1(c2ccc(Cl)cc2Cl)OC1Cl,2.51,train
NC(=O)C1(c2ccccc2Cl)OC1Cl,1.87,validation
NC(=O)C1CCC(=O)N1c1ccccc1,-0.76,train
NC(=O)C1CCC(c2ccccc2)CC1,2.74,train
NC(=O)C1CCCC(C(N)=O)N1,-2.15,train
NC(=O)C1CCCCC1,0.9,train
NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1,-2.46,train
NC(=O)C1CCCN1C(=O)C(Cc1cn(C(=O)OC2CCCCC2)cn1)NC(=O)C1CCC(=O)N1,0.6,train
NC(=O)C1CCCN1C(=O)C(Cc1cn(C(=O)OCc2ccccc2)cn1)NC(=O)C1CCC(=O)N1,-0.11,train
NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1,-2.46,test
NC(=O)C1CCCN1C(=O)COC(=O)c1ccccc1,0.2,train
NC(=O)C1CCN(CC(=O)Nc2ccc3c(c2)OCO3)CC1,0.4,validation
NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4.44,test
NC(=O)C1OC(=O)c2ccccc21,-1.35,train
NC(=O)C1OC(O)C(O)C(O)C1O,-3.49,train
NC(=O)C1c2ccccc2C=Cc2ccccc21,2.95,train
NC(=O)C1c2ccccc2CCc2ccccc21,3.16,train
NC(=O)C1c2ccccc2CCc2ncccc21,1.97,train
NC(=O)C=CC(=O)O,-0.61,train
NC(=O)C=CC(N)=O,-1.86,train
NC(=O)C=CC1=NCCC1,1.5,train
NC(=O)C=CNC(=O)C=NO,-1.84,train
NC(=O)C=Cc1ccc([N+](=O)[O-])o1,0.65,train
NC(=O)C=Cc1ccc2c(c1)OCO2,1.4,validation
NC(=O)C=Cc1ccccc1,1.43,train
NC(=O)C=Cc1ccccc1[N+](=O)[O-],0.64,train
NC(=O)CBr,-0.52,validation
NC(=O)CC(CC(=O)O)c1ccc(Br)cc1,1.12,train
NC(=O)CC(N)=O,-2.18,train
NC(=O)CC(NC(=O)CCl)C(=O)O,-2.02,train
NC(=O)CC(NC(N)=O)C(=O)O,-2.99,validation
NC(=O)CC(O)(CC(N)=O)C(N)=O,-4.94,train
NC(=O)CC(O)C(=O)O,-2.64,train
NC(=O)CC(OC(N)=O)C(O)c1ccc([N+](=O)[O-])cc1,-1.61,train
NC(=O)CCC(N)=O,-2.67,test
NC(=O)CCC(NC(=O)Cc1ccccc1)C(=O)O,-0.4,test
NC(=O)CCC(NS(=O)(=O)c1ccccc1)C(=O)O,0.33,train
NC(=O)CCCC(N)=O,-2.17,validation
NC(=O)CCCCC(N)=O,-1.68,train
NC(=O)CCCCC1CCSS1,2.15,train
NC(=O)CCCCCCCCC(N)=O,0.28,test
NC(=O)CCCCCF,0.74,train
NC(=O)CCCCCn1nc2ccccc2n1,1.41,train
NC(=O)CCCCCn1nnc2ccccc21,0.79,validation
NC(=O)CCCCOC(=O)c1ccccc1,1.39,train
NC(=O)CCCCc1ccccn1,0.38,train
NC(=O)CCCCc1cccnc1,0.4,train
NC(=O)CCCCc1ccncc1,0.42,test
NC(=O)CCCCn1nc2ccccc2n1,1.01,test
NC(=O)CCCN1CCCCC1,0.39,validation
NC(=O)CCCNC(=C1C=C(F)C=CC1=O)c1ccc(Cl)cc1,3.06,train
NC(=O)CCC[N+](=O)[O-],-1.05,train
NC(=O)CCCc1ccccc1,1.41,test
NC(=O)CCCc1ccncc1,-0.09,train
NC(=O)CCN1CCc2cccc(Cl)c2CC1,1.64,test
NC(=O)CCNC(=O)C(F)(F)Cn1ccnc1[N+](=O)[O-],-0.95,train
NC(=O)CCOc1ccccc1,0.8,train
NC(=O)CCSSSCCC(N)=O,-1.13,train
NC(=O)CCc1ccccc1,0.91,test
NC(=O)CCc1ccccn1,-0.27,train
NC(=O)CCc1cccnc1,-0.26,train
NC(=O)CCn1nc2ccccc2n1,0.66,train
NC(=O)CCn1nnc2ccccc21,0.27,train
NC(=O)CI,-0.19,train
NC(=O)CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21,3.22,train
NC(=O)CN1CCCC1=O,-1.54,train
NC(=O)CN1Cc2ccccc2OC1=O,-0.73,train
NC(=O)CNC(=O)COC(=O)c1ccccc1,0.09,train
NC(=O)CNc1ccc(C(=O)O)cc1,0.95,validation
NC(=O)CNc1ccccc1C(=O)O,0.95,train
NC(=O)COC(=O)c1ccccc1,0.69,validation
NC(=O)COCCO,-2.41,validation
NC(=O)COCc1ccco1,-0.11,train
NC(=O)COc1ccc(Cl)cc1Cl,1.86,validation
NC(=O)COc1cccc(Cc2cnc(N)nc2N)c1,0.28,test
NC(=O)COc1ccccc1,0.76,train
NC(=O)COc1ccccc1Cc1nc(N)cc(N)n1,-0.34,train
NC(=O)CS,-1.22,train
NC(=O)CSSCC(N)=O,-2.12,train
NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,1.12,train
NC(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccccn12,2.72,train
NC(=O)Cc1c[nH]c2ccccc12,0.75,train
NC(=O)Cc1ccc(-n2sc3ccccc3c2=O)cc1,1.72,test
NC(=O)Cc1ccc(C(=O)O)cc1,0.3,train
NC(=O)Cc1ccc(O)cc1,-0.09,test
NC(=O)Cc1ccc2cccccc1-2,2.48,train
NC(=O)Cc1cccc2ccccc12,1.72,validation
NC(=O)Cc1cccc2cccnc12,1.87,train
NC(=O)Cc1ccccn1,-0.65,validation
NC(=O)Cc1cccnc1,-0.71,train
NC(=O)Cc1cccs1,0.33,train
NC(=O)Cc1ccncc1,-0.65,train
NC(=O)Cc1cnc2ccccn12,0.31,train
NC(=O)Cc1nc(-c2ccccc2)cs1,1.3,train
NC(=O)Cn1ccnc1[N+](=O)[O-],-1.22,validation
NC(=O)Cn1nc2ccccc2n1,0.28,train
NC(=O)Cn1nnc2ccccc21,-0.1,train
NC(=O)N(CCCN(N=O)C(N)=O)N=O,-0.3,train
NC(=O)N(CCCO)N=Cc1ccc([N+](=O)[O-])o1,-0.05,train
NC(=O)N(CCCl)N=O,0.57,train
NC(=O)N(CCO)N=CC=Cc1ccc([N+](=O)[O-])o1,0.23,train
NC(=O)N(CCO)N=Cc1ccc([N+](=O)[O-])o1,-0.54,train
NC(=O)N(CCO)N=O,-1.04,test
NC(=O)N(N=Cc1ccco1)c1ccccc1,2.52,test
NC(=O)N(N=O)c1ccccc1,0.9,train
NC(=O)N(c1ccccc1)c1ccccc1,1.53,validation
NC(=O)N1C(=O)C=CC1=O,-0.22,test
NC(=O)N1CCCCC1,0.48,train
NC(=O)N1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.87,train
NC(=O)N1Cc2cccc(Cl)c2CO1,1.65,train
NC(=O)N1c2ccccc2CC(O)c2ccccc21,0.79,validation
NC(=O)N1c2ccccc2CCc2ccccc21,2.46,train
NC(=O)N=CC(O)C(O)C(O)C(O)CO,-4.27,train
NC(=O)N=CNC(N)=O,-3.21,train
NC(=O)N=NC(N)=O,-1.7,train
NC(=O)N=Nc1ccc(NN=C(N)N)cc1,1.56,train
NC(=O)N=S(=O)(O)Cc1ccccc1,0.24,train
NC(=O)N=S(O)(O)=Cc1ccccc1,0.24,train
NC(=O)NC(=O)C(Cl)(Cl)Cl,0.99,test
NC(=O)NC(=O)C(Cl)Cl,0.07,validation
NC(=O)NC(=O)C(Nc1ccc2c(c1)CCC2)c1ccccc1,3.3,validation
NC(=O)NC(=O)C(O)C(O)C(O)C(O)CO,-3.27,train
NC(=O)NC(=O)C=CC(=O)O,-0.45,train
NC(=O)NC(=O)CCCCCCCCC(Br)CBr,4.03,train
NC(=O)NC(=O)CCl,-0.43,train
NC(=O)NC(=O)CN1CCOCC1,-1.79,validation
NC(=O)NC(=O)Cc1ccccc1,0.87,train
NC(=O)NC(=O)NC(N)=O,-0.82,test
NC(=O)NC(=O)c1ccc(CNNc2ccccc2)cc1,1.87,train
NC(=O)NC(=O)c1ccccc1,0.89,test
NC(=O)NC(=O)c1ccccc1C(=O)O,0.43,train
NC(=O)NC(CC(=O)O)C(=O)O,-2.33,train
NC(=O)NC(Cc1ccccc1)C(=O)O,0.71,train
NC(=O)NC(O)C(Cl)(Cl)Cl,-0.78,test
NC(=O)NC1(N)NC(=O)N=C1N,-4.54,train
NC(=O)NC12CC3CC(CC(C3)C1)C2,1.98,validation
NC(=O)NC1CCCCC1,1.18,train
NC(=O)NC1NC(=O)NC1=O,-3.14,test
NC(=O)NC1OC(=O)c2ccccc21,0.49,train
NC(=O)NC=C1c2cc(Cl)ccc2C=Cc2cccnc21,2.08,test
NC(=O)NC=O,-1.45,train
NC(=O)NCC(=O)NCC(=O)NCC(=O)O,-3.07,train
NC(=O)NCC(=O)NCC(=O)O,-2.24,test
NC(=O)NCC(=O)O,-1.42,test
NC(=O)NCC(=O)c1ccccc1,1.27,train
NC(=O)NCC(N)C(=O)O,-4.91,train
NC(=O)NCCC(=O)O,-1.34,train
NC(=O)NCCCC(N)C(=O)O,-3.19,test
NC(=O)NCCCCCC(=O)O,0.13,train
NC(=O)NCCCCCCn1nc(-c2ccccc2)ccc1=O,1.82,train
NC(=O)NCCCCn1nc(-c2ccccc2)ccc1=O,1.21,train
NC(=O)NCCN1CCc2cccc(Cl)c2CC1,2.07,train
NC(=O)NCCNC(N)=O,-2.52,train
NC(=O)NCCc1c(Cl)cccc1Cl,2.4,train
NC(=O)NCCc1ccccc1,1.11,train
NC(=O)NCNC(N)=O,-3.01,validation
NC(=O)NCO,-2.55,train
NC(=O)NCc1ccccc1,0.73,validation
NC(=O)NCl,-1.64,train
NC(=O)NN=C1CCCCC1,2.34,train
NC(=O)NN=CC(O)C(O)C(O)C(O)CO,-3.64,train
NC(=O)NN=CC(O)C(O)C(O)CO,-3.19,validation
NC(=O)NN=CC=Cc1ccc([N+](=O)[O-])o1,0.99,train
NC(=O)NN=CCCc1ccccc1,2.32,train
NC(=O)NN=Cc1ccc(N)cc1,0.81,train
NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,0.23,train
NC(=O)NN=Cc1ccccc1,1.27,train
NC(=O)NN=Cc1ccccc1O,1.28,validation
NC(=O)NNC(=O)c1ccccc1,-0.5,train
NC(=O)NNC(N)=O,-2.37,train
NC(=O)NNCc1ccccc1,-0.22,test
NC(=O)NNc1ccccc1,0.13,test
NC(=O)NO[N+](=O)[O-],-3.51,test
NC(=O)NOc1ccc(C=O)cc1,-0.16,train
NC(=O)NS(=O)(=O)Cc1ccccc1,0.24,validation
NC(=O)NS(=O)(=O)c1ccc(N)cc1,-1.0,train
NC(=O)NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,-0.26,train
NC(=O)NS(=O)(=O)c1ccccn1,-0.65,test
NC(=O)NS(=O)(=O)c1cccnc1,-0.65,train
NC(=O)NS(=O)(O)=Cc1ccccc1,0.24,validation
NC(=O)N[N+](=O)[O-],-1.65,train
NC(=O)Nc1cc(-c2cccc(F)c2F)sc1C(=O)NC1CCCNC1,1.32,train
NC(=O)Nc1cc(-c2cccc(O)c2)sc1C(N)=O,2.21,train
NC(=O)Nc1cc(-c2ccccc2)sc1C(=O)NC1CCCNC1,1.04,validation
NC(=O)Nc1cc(-c2ccccc2)sc1C(N)=O,2.43,validation
NC(=O)Nc1cc(-c2ccsc2)sc1C(N)=O,2.3,train
NC(=O)Nc1ccc(Br)cc1,1.98,validation
NC(=O)Nc1ccc(F)cc1,1.04,train
NC(=O)Nc1ccc(Oc2ccc(Br)cc2)cc1,3.7,train
NC(=O)Nc1ccc(Oc2ccccc2)cc1,2.8,test
NC(=O)Nc1ccc2ccccc2c1,1.88,validation
NC(=O)Nc1cccc(C(F)(F)F)c1,2.31,train
NC(=O)Nc1cccc(Cl)c1,1.82,train
NC(=O)Nc1cccc(NC(N)=O)c1,0.58,train
NC(=O)Nc1cccc(O)c1,0.36,test
NC(=O)Nc1cccc(OCC(=O)O)c1,0.26,train
NC(=O)Nc1cccc2ccccc12,1.88,train
NC(=O)Nc1cccc2cccnc12,1.62,validation
NC(=O)Nc1ccccc1,0.83,train
NC(=O)Nc1ccccc1Cl,1.27,train
NC(=O)Nc1ccccc1F,0.88,train
NC(=O)Nc1cnc2ccccc2n1,1.3,train
